State,County,Latitude,Longitude
Nebraska,Dawes County,42.71974114168275,-103.13541630297479
Virginia,Patrick County,36.678363735927135,-80.28427456843295
Michigan,Montmorency County,45.02754489126409,-84.12720408600548
Michigan,Oscoda County,44.68175818210911,-84.12977141917837
New Mexico,Colfax County,36.606136739278085,-104.64684253857368
Illinois,St. Clair County,38.470317029215614,-89.92839375810756
Illinois,Washington County,38.352182810013666,-89.4104744600461
Pennsylvania,Bedford County,40.006469978404716,-78.49027799095325
Arkansas,Scott County,34.86070230717811,-94.0632737858692
Kansas,Labette County,37.19132734813726,-95.29757614203776
Pennsylvania,Lawrence County,40.991214354806885,-80.33470706977778
Ohio,Harrison County,40.29383893499466,-81.09113587653357
North Carolina,Alexander County,35.92102631369419,-81.1770268467541
New Jersey,Cape May County,39.08509810864436,-74.84997701373725
New Hampshire,Cheshire County,42.919331428647645,-72.25117527445191
Minnesota,Marshall County,48.35812677183926,-96.3684756617123
Virginia,King William County,37.70659313373765,-77.08852186391505
Colorado,Huerfano County,37.684679638706356,-104.96058453432981
Texas,Karnes County,28.90573896272013,-97.85940182874587
Tennessee,Chester County,35.421752323732974,-88.61346155135439
Illinois,Scott County,39.6441138538436,-90.47474716496419
Utah,Millard County,39.073285685205555,-113.10070060484178
Utah,Morgan County,41.08931145012293,-111.57316467871858
Texas,Kaufman County,32.599290956968694,-96.28776532830845
Arizona,Greenlee County,33.21540166909241,-109.24035541175873
Arizona,Maricopa County,33.349039435493324,-112.49151143841013
Michigan,Ogemaw County,44.33493925855559,-84.1264136572381
Tennessee,Jackson County,36.35921151713566,-85.67315078677301
Illinois,Richland County,38.7123596979694,-88.08513354866564
Alabama,Blount County,33.98086738267196,-86.5673709638263
Montana,Liberty County,48.56175617684852,-111.02457976887152
Texas,Duval County,27.68133298884516,-98.50890606130677
Missouri,Ralls County,39.52767016920087,-91.52202421894924
Texas,Johnson County,32.37899961702978,-97.36654679023982
Georgia,Clay County,31.62627551563749,-84.98010291192477
Oregon,Grant County,44.49150068403516,-119.00735405670052
Oregon,Coos County,43.18516215311561,-124.09331877504391
Texas,Franklin County,33.17554867591893,-95.2184193973672
New York,Warren County,43.56095794428491,-73.84599864391812
Virginia,Madison County,38.41370379275659,-78.27922435836318
Oklahoma,Atoka County,34.37364831592232,-96.03784791384675
Illinois,Menard County,40.02741570838789,-89.80217764328987
Georgia,Bartow County,34.237661585942064,-84.84033802185127
Florida,Lake County,28.761471685790877,-81.71132498937689
Oklahoma,Okmulgee County,35.64660659808819,-95.96426464846417
North Dakota,Sheridan County,47.575461726717016,-100.34555505973799
Indiana,Fulton County,41.04696329778168,-86.26358368453046
Kansas,Johnson County,38.88376851188617,-94.82226104080006
Maryland,Calvert County,38.53471200411131,-76.53056446894189
Wisconsin,Washburn County,45.89917916716305,-91.79123463074743
Washington,Jefferson County,47.776436656800016,-123.57647381642916
Unknown,Aguada Municipio,18.376289001688896,-67.18672882479089
Minnesota,Winona County,43.98684998155209,-91.77915700490685
Mississippi,Warren County,32.35722961401372,-90.8520112085942
Missouri,Andrew County,39.98351078183127,-94.80205989861147
Missouri,Montgomery County,38.94149104150397,-91.47020879736093
Kansas,Cherokee County,37.16930606261748,-94.84626897230567
North Carolina,Halifax County,36.257448544825124,-77.65173298318886
New Mexico,Sandoval County,35.68861056879721,-106.86593944475877
Kentucky,Clay County,37.159697548416716,-83.71466267593193
Pennsylvania,Clinton County,41.233955653740374,-77.63848623447704
Oregon,Linn County,44.4887000146241,-122.5343618187741
Wisconsin,Lafayette County,42.660499364784386,-90.13172201286956
Oklahoma,Washington County,36.71523381919435,-95.90436617810738
West Virginia,Preston County,39.46929687064352,-79.66816198518033
Unknown,Rota Municipality,14.151542964770623,145.21516613929444
Wisconsin,Waupaca County,44.470461174570005,-88.96479280705991
Texas,Edwards County,29.98263294441898,-100.3047417016245
Oregon,Lake County,42.79346137610008,-120.38733759014767
Missouri,Ozark County,36.64931251526172,-92.4446711853233
Texas,Waller County,30.010789391927048,-95.98764148019727
Alabama,Monroe County,31.570834024745384,-87.36543751075975
Vermont,Essex County,44.72753915792097,-71.73588162583472
Virginia,Lunenburg County,36.946210135450976,-78.24056585100027
North Dakota,Traill County,47.45419055409946,-97.16155445907721
Georgia,Hall County,34.31708893394288,-83.81949952086372
Georgia,Treutlen County,32.40388150345285,-82.56728252699443
Georgia,Calhoun County,31.52919727425691,-84.62450769456028
Wisconsin,Vilas County,46.05289858951159,-89.51484562113706
Minnesota,Beltrami County,47.97377223783841,-94.93761574335451
Unknown,Coamo Municipio,18.097304665335283,-66.360169920949
Unknown,Guánica Municipio,17.946361903221455,-66.92193817656165
Maryland,Dorchester County,38.422608042714046,-76.08332531091462
Pennsylvania,Columbia County,41.048556949975456,-76.40513650581555
Ohio,Clark County,39.916716373323865,-83.78436878951449
Texas,Maverick County,28.742590130579465,-100.31451417122888
Arizona,Pima County,32.09739870528064,-111.78986399447216
New Mexico,Cibola County,34.91257798293011,-107.99972431747861
New Jersey,Burlington County,39.87771729625139,-74.668067407223
Vermont,Rutland County,43.58015293567753,-73.03637416747668
Georgia,Early County,31.32283271113155,-84.9036434231825
Massachusetts,Dukes County,41.38877473620651,-70.6987715806576
North Dakota,Mchenry County,48.23457287689647,-100.6362891947818
Nebraska,Wayne County,42.2092885549434,-97.11926026379626
North Dakota,Lamoure County,46.45691581734939,-98.53546131327583
Idaho,Butte County,43.72293273584068,-113.17203224610844
New Hampshire,Coos County,44.689494632945056,-71.30553297574899
North Dakota,Kidder County,46.980101756278565,-99.78009137454254
Texas,Kleberg County,27.426710824442658,-97.6683877684923
Indiana,Porter County,41.50883905297809,-87.07332584372837
Mississippi,Newton County,32.400258065455944,-89.11878483685523
North Carolina,Sampson County,34.991589542638636,-78.37143772594187
Tennessee,Moore County,35.28461740200817,-86.35877112743546
Florida,Pinellas County,27.903983686420556,-82.79881633602382
Unknown,Barranquitas Municipio,18.20170622755645,-66.30987256562314
Illinois,Hamilton County,38.08155397767369,-88.53909629053544
Arkansas,Perry County,34.947548973288576,-92.93124727924814
Kansas,Cheyenne County,39.7858693358926,-101.73110421835436
Colorado,Delta County,38.861373790132596,-107.8628768114315
Iowa,Wayne County,40.73946341923346,-93.32736935847525
Texas,Gaines County,32.740727727270034,-102.63517378332998
Alabama,Marion County,34.13654969553285,-87.88713836404669
North Carolina,Watauga County,36.23110709917231,-81.69642522524103
Virginia,Roanoke City,37.278485633874425,-79.95808373894332
Texas,Martin County,32.306030133387424,-101.95121677855887
Texas,Bowie County,33.445757131006324,-94.42333244035353
Utah,Weber County,41.26985999253628,-111.91334178090815
Missouri,Marion County,39.80596540357778,-91.62234801183573
New York,Jefferson County,43.99882343373764,-76.05228044055714
Iowa,Jackson County,42.171742585479585,-90.57422939600274
North Dakota,Nelson County,47.92168118431888,-98.19203246715443
New York,Clinton County,44.746223282641836,-73.67817574456275
Colorado,Garfield County,39.599307178656986,-107.90395615190025
Missouri,Ray County,39.35234365537117,-93.98987280282137
Ohio,Hocking County,39.49702243649587,-82.47924026862658
Alabama,Lowndes County,32.15475001903269,-86.65010768220085
Georgia,Candler County,32.40344278181518,-82.07367282246216
Iowa,Linn County,42.07895352153266,-91.59902285580478
California,Trinity County,40.6506935599427,-123.11262772504887
Georgia,Muscogee County,32.50995836805935,-84.87704298870364
Mississippi,Tallahatchie County,33.950474812654726,-90.1732642352209
Kansas,Atchison County,39.531740003272425,-95.31344464860231
Unknown,Lares Municipio,18.268676725286234,-66.86677976526371
Texas,Andrews County,32.30503565957874,-102.63781512097832
Ohio,Miami County,40.05345919838601,-84.2288445166345
Texas,Potter County,35.40127581899913,-101.89400489805602
Oklahoma,Seminole County,35.16750461458405,-96.6154938356345
South Carolina,Aiken County,33.54429527301957,-81.63469483959217
Unknown,Manu'A District,-14.20843579232274,-169.53673491994851
California,Mendocino County,39.433623815289,-123.43155390465293
Virginia,Chesapeake City,36.677744500861294,-76.30241828416783
Unknown,Tinian Municipality,14.946529426999424,145.6048454815205
Unknown,Yauco Municipio,18.079564959726824,-66.85828282502241
Wyoming,Sweetwater County,41.65949614084765,-108.87943078410346
Texas,Garza County,33.1798757050344,-101.2984241014361
West Virginia,Hardy County,39.00750292348782,-78.85792271899409
Unknown,Adjuntas Municipio,18.179732662631743,-66.75395662024304
Wisconsin,Ozaukee County,43.3656487289365,-87.59446595416476
Tennessee,Sullivan County,36.51291540488511,-82.30414285680276
South Carolina,Laurens County,34.48339873124905,-82.00568401843563
Wyoming,Crook County,44.58860361586722,-104.56992944381632
Wisconsin,Sheboygan County,43.719707377940836,-87.63477447487065
Massachusetts,Hampden County,42.13511501401045,-72.63164864220703
Texas,Caldwell County,29.83684413025591,-97.61991937575036
Kansas,Cloud County,39.48029743749304,-97.64928190594115
California,Inyo County,36.511114179832596,-117.4107987270042
Alabama,Coosa County,32.93622683017198,-86.2476592624782
Iowa,Dickinson County,43.37798476312804,-95.15083006084257
Kentucky,Harlan County,36.856974499059724,-83.21795104275313
Kansas,Geary County,39.002388226145264,-96.75250204444515
Pennsylvania,Berks County,40.41629565551838,-75.92599890924699
Tennessee,Carter County,36.29272084888936,-82.12747834468702
Minnesota,Lyon County,44.413491587104254,-95.83897490150243
Virginia,Charlotte County,37.011620660894515,-78.6616435868225
Tennessee,Washington County,36.293296624760316,-82.49742026112638
South Carolina,Newberry County,34.289811796839345,-81.60011985391182
Virginia,Isle Of Wight County,36.906729138989235,-76.70912648283439
Oregon,Wheeler County,44.726118878205355,-120.02756622978325
Missouri,Butler County,36.71639040214468,-90.40655415405388
Louisiana,Iberville Parish,30.258617659175634,-91.34945205605378
Mississippi,Sharkey County,32.8797230696467,-90.81321492403583
Virginia,Fauquier County,38.73864643230723,-77.8092394271287
Virginia,Radford City,37.12289115280214,-80.55874903901878
Nevada,Douglas County,38.91228424652717,-119.61613899550835
Florida,Franklin County,29.753895404058657,-84.80259366948458
Indiana,Greene County,39.036327723836024,-86.96204635399974
Indiana,Rush County,39.61994842630534,-85.46576116721805
Wisconsin,Washington County,43.36847995353798,-88.2307624752131
Missouri,Laclede County,37.65831846127403,-92.59035142213055
Pennsylvania,Mercer County,41.302194990679205,-80.25770623202645
Arkansas,Craighead County,35.83080778339927,-90.63285376153702
Missouri,Saline County,39.13683910256922,-93.2018512461062
Illinois,White County,38.087487567910095,-88.17957488228477
Illinois,De Witt County,40.17462933802544,-88.90408870511047
Nevada,White Pine County,39.44219519040366,-114.9016844513376
Minnesota,Goodhue County,44.409687419735214,-92.72290109969873
North Carolina,Swain County,35.48681607745515,-83.49273846850285
Florida,Pasco County,28.3055967008848,-82.5050968494931
Florida,Sumter County,28.704821806230733,-82.08099586243398
New York,Nassau County,40.73214586636411,-73.58558543551493
North Dakota,Steele County,47.45615061369967,-97.72459088456435
Indiana,Vanderburgh County,38.024835525823626,-87.58582720421306
Missouri,Franklin County,38.411146520796144,-91.07498321281969
North Carolina,Avery County,36.07660503430638,-81.922601374505
West Virginia,Wood County,39.211131739413375,-81.51496531704791
Wisconsin,Bayfield County,46.635434340876365,-91.18068471977908
Tennessee,Stewart County,36.501104356554094,-87.83845758679435
Wisconsin,Portage County,44.476026313191866,-89.50140067107455
South Carolina,Lexington County,33.90228916479844,-81.27218199691447
Maryland,Anne Arundel County,38.99415797126319,-76.56759916090768
Wisconsin,Fond Du Lac County,43.75358945423037,-88.48826310626579
West Virginia,Webster County,38.494737305802,-80.42187306800527
Wisconsin,Kewaunee County,44.505994191463834,-87.30725327722988
Texas,Parmer County,34.53011294523234,-102.78453885269272
Oklahoma,Woods County,36.766932161236674,-98.8651275084162
Kentucky,Elliott County,38.11789168080688,-83.09761634203876
Massachusetts,Berkshire County,42.37067554379461,-73.20641297764685
Missouri,Chariton County,39.515081481326625,-92.96262371736512
Colorado,Rio Blanco County,39.97983574988296,-108.21722578819606
Colorado,Morgan County,40.26274437605109,-103.80982223744708
Oregon,Malheur County,43.19347527396843,-117.62309813029655
New Jersey,Middlesex County,40.44006544840911,-74.40885820893212
Kansas,Russell County,38.91477884104099,-98.76235102226448
Illinois,Putnam County,41.20448998183692,-89.28578031792487
South Dakota,Haakon County,44.29442767755454,-101.53998572716243
Tennessee,Macon County,36.532034355005564,-86.00727014098787
Arkansas,Cleburne County,35.53817954202885,-92.02671580483447
Alabama,Pike County,31.802708493057345,-85.94090814748941
Idaho,Adams County,44.88958802482265,-116.45388286247666
Massachusetts,Bristol County,41.75708865071467,-71.08850148053025
Pennsylvania,Schuylkill County,40.70578677280393,-76.21594230596753
North Dakota,Wells County,47.58752289668655,-99.6609104924403
North Carolina,Cleveland County,35.334089800211025,-81.55554328860569
Arkansas,Hot Spring County,34.317653827325756,-92.94613141270587
Maryland,Frederick County,39.47221452772928,-77.39797931645785
Illinois,Schuyler County,40.15804246843183,-90.61509524575334
California,Mono County,37.93897584878701,-118.88669940200904
California,Tuolumne County,38.027601404923345,-119.95475357981576
New Mexico,Doña Ana County,32.35264838360237,-106.83272163462934
Georgia,Crisp County,31.92292991695134,-83.7681022218129
Arkansas,Columbia County,33.21429362788639,-93.22733867386874
North Dakota,Griggs County,47.45728043856064,-98.23696756793221
California,Solano County,38.2669214768002,-121.93999006719702
Iowa,Clayton County,42.844739130228106,-91.34143599332508
Texas,Titus County,33.216603036422065,-94.96567222762191
West Virginia,Hampshire County,39.317065296699866,-78.61416849200158
North Carolina,Moore County,35.31065384011256,-79.48137423704597
Kansas,Barton County,38.478963967888234,-98.75646429296077
North Dakota,Slope County,46.44723708015378,-103.45987569966229
Louisiana,Richland Parish,32.417770369268624,-91.7635054862694
Nebraska,Garfield County,41.91435706035817,-98.9913852750106
Louisiana,St. Martin Parish,30.129069610970035,-91.60825919233437
Alabama,Sumter County,32.591017530783255,-88.19878960894061
Alabama,Winston County,34.149225104616974,-87.37368341122514
Florida,Seminole County,28.716967261887188,-81.23631921800173
Mississippi,Forrest County,31.188869404921878,-89.25785979708053
Michigan,Ingham County,42.59709919731426,-84.37353697673446
Kansas,Shawnee County,39.04151376379276,-95.75653425742426
South Dakota,Hanson County,43.6748244143313,-97.78733134095637
Minnesota,Itasca County,47.50951652109823,-93.63196277584731
Colorado,Lincoln County,38.98806034682129,-103.51397586188102
New York,Madison County,42.912772235494195,-75.66966381881781
New York,Washington County,43.31370986940612,-73.43076439903896
Indiana,Johnson County,39.489970742005006,-86.10163678869363
Texas,Terry County,33.173812659341976,-102.33519655057364
New Mexico,Harding County,35.85793540454103,-103.82004870653222
Alabama,Talladega County,33.38006160988815,-86.16590368724387
Wisconsin,Langlade County,45.262344372791574,-89.07190884231805
Texas,Foard County,33.97461509277849,-99.77798487817897
Iowa,Buena Vista County,42.73549362084668,-95.1511488587326
Iowa,Mills County,41.03345226276691,-95.621326718206
Texas,Real County,29.831742938008666,-99.82216692129536
Ohio,Delaware County,40.27839474415381,-83.00487829821009
North Carolina,Forsyth County,36.13063126380638,-80.25632642055224
Nevada,Carson City,39.151120435067384,-119.74755634953894
Iowa,Dallas County,41.684857984441024,-94.03976064085097
Texas,Carson County,35.40350787056099,-101.35418302916312
Georgia,Sumter County,32.039959397087635,-84.197056051169
Missouri,Wayne County,37.11263550722745,-90.46142945355686
South Carolina,Anderson County,34.5193015760023,-82.63775835644834
Wyoming,Carbon County,41.694589272369335,-106.93061016409838
Montana,Silver Bow County,45.90240444964564,-112.65671346840274
Illinois,Stephenson County,42.35182910358387,-89.66225429355765
Michigan,Lapeer County,43.09014742326738,-83.22178371845453
Louisiana,Claiborne Parish,32.822789992936755,-92.99573758651134
Mississippi,Yalobusha County,34.02821156303405,-89.70763183965707
Unknown,Maricao Municipio,18.172093563949634,-66.94228353598692
Michigan,Kalkaska County,44.68467641382729,-85.09025010007612
Unknown,Aguadilla Municipio,18.480290220591797,-67.1447198428025
Louisiana,Evangeline Parish,30.728928575330734,-92.40595855349103
Tennessee,Hardeman County,35.206868260525866,-88.99308487123028
Arizona,Cochise County,31.879627478566896,-109.75126300522564
New Mexico,Hidalgo County,31.914158272296937,-108.7149771565149
North Dakota,Divide County,48.81491870226162,-103.48736238002252
California,San Bernardino County,34.84143801123962,-116.17847899743833
Colorado,Montezuma County,37.338433970465836,-108.59666982789061
Mississippi,Clarke County,32.041401670139386,-88.68940444212184
Iowa,Marion County,41.33445187711915,-93.09943715593938
Nebraska,Douglas County,41.295351051297,-96.15447697540509
Virginia,Fairfax City,38.85309794444663,-77.29979033646993
Oklahoma,Harmon County,34.74411851581835,-99.84625014413295
Missouri,Cedar County,37.72385152904582,-93.85661350417831
Georgia,Clarke County,33.951244805398886,-83.36734006273689
Idaho,Valley County,44.76663707900915,-115.56627902014208
Texas,Knox County,33.606129144212645,-99.74142704822982
Arkansas,Ouachita County,33.5933681473879,-92.88192312888889
Ohio,Darke County,40.13322444061226,-84.6193185665195
Oklahoma,Kay County,36.8180034434632,-97.1439380215943
South Dakota,Dewey County,45.156616550008124,-100.87186170315609
Oregon,Tillamook County,45.456672502979224,-123.75866468487996
Georgia,Coweta County,33.35335864487823,-84.76339144957738
Mississippi,Simpson County,31.913171957874578,-89.91948809524068
Mississippi,Stone County,30.78995164700557,-89.11771019786559
California,Contra Costa County,37.92341313264451,-121.9510346129837
Tennessee,Carroll County,35.97317841682198,-88.45026074612393
Virginia,Henrico County,37.53801686307426,-77.40586004808074
Indiana,Owen County,39.312810043539244,-86.83765422232672
New York,Westchester County,41.151545425314346,-73.75338651235366
Missouri,Bollinger County,37.32219072708303,-90.02594720641363
West Virginia,Mcdowell County,37.37850131586933,-81.65358378505267
West Virginia,Harrison County,39.28352969192525,-80.37987498851373
North Carolina,Granville County,36.304069814474225,-78.65271942043073
Nebraska,Pierce County,42.26437461614756,-97.60129052396377
Georgia,Bleckley County,32.43444144617148,-83.32783882547588
Georgia,Burke County,33.06115350270182,-82.00078115371356
Illinois,Union County,37.47127161894832,-89.25512740256266
Illinois,Kankakee County,41.13771847240905,-87.86183178455794
North Dakota,Mcintosh County,46.11178483816376,-99.44119218532403
Nebraska,Platte County,41.57128673913252,-97.52115699246407
North Carolina,Warren County,36.396510281054915,-78.10671713232932
Unknown,Aibonito Municipio,18.13113226695163,-66.26438044916033
Georgia,Marion County,32.35350917422145,-84.52459217839088
South Dakota,Clay County,42.91457130138188,-96.97563762373738
Delaware,Sussex County,38.68329735132423,-75.33954171355902
Georgia,Jasper County,33.31643357848291,-83.68808958375017
Missouri,Randolph County,39.44016756580249,-92.49707760225537
Kansas,Butler County,37.78127075233992,-96.83906546042215
Texas,Hays County,30.057887507381498,-98.03115518290542
Texas,Medina County,29.355696047333804,-99.11013100993607
Michigan,Mason County,43.99606768964983,-86.54509226933553
South Carolina,Beaufort County,32.35703755289021,-80.69221481216944
South Dakota,Yankton County,43.00896574845806,-97.39476512280584
Wisconsin,Rock County,42.67121812884786,-89.07155826450085
South Carolina,Pickens County,34.887318473157784,-82.72527162392097
Washington,Columbia County,46.29749827249743,-117.90784223808392
Indiana,Clinton County,40.30169059418257,-86.47515953146326
Illinois,Clinton County,38.60646218803411,-89.42248238909768
Idaho,Minidoka County,42.854259715774084,-113.6374618028585
Pennsylvania,Sullivan County,41.44615926780268,-76.51214136958122
Mississippi,Rankin County,32.26412436317625,-89.94579807157797
Texas,Motley County,34.07409477694064,-100.7798289670743
Oregon,Lane County,43.941555474124854,-122.8766376414483
Texas,Wichita County,33.98799704390155,-98.7035507506685
Michigan,Shiawassee County,42.95373387190329,-84.14673109417059
Kansas,Jewell County,39.78473208486994,-98.21834087432171
Kansas,Mitchell County,39.39326592630474,-98.20936481769427
Florida,Bradford County,29.949959574562463,-82.16877776620086
Mississippi,Marion County,31.230817130641455,-89.82244298682197
Mississippi,George County,30.86260682421515,-88.64403460978622
Illinois,Jo Daviess County,42.36581820562696,-90.2125952051772
Indiana,Hancock County,39.823550432177996,-85.77323835599016
Virginia,Franklin City,36.68309148666813,-76.93858455464776
Texas,Midland County,31.86915994787346,-102.03160928311213
Kansas,Scott County,38.48216935903053,-100.90685895589712
Montana,Cascade County,47.30795444852484,-111.34704586416113
Virginia,Harrisonburg City,38.436196172277285,-78.87347122746556
Illinois,Williamson County,37.7302529208455,-88.92992445208688
Montana,Flathead County,48.29512884477696,-114.0496747124898
Unknown,Peñuelas Municipio,18.024444443454446,-66.7279463804442
Kansas,Stevens County,37.19231795187226,-101.31204695732112
Kentucky,Fayette County,38.042321557063275,-84.45873237692975
Kentucky,Hancock County,37.841525075843066,-86.77792927311047
South Dakota,Brown County,45.589722978005284,-98.35161180478688
West Virginia,Barbour County,39.13293387437751,-80.00302888468741
Tennessee,Wayne County,35.23991692683318,-87.78801316365792
Nebraska,Box Butte County,42.2197534704174,-103.08570352590309
Pennsylvania,Northumberland County,40.851934200724465,-76.70945192196018
Texas,Victoria County,28.796351491788577,-96.97152527626885
Virginia,Buena Vista City,37.73192757601419,-79.35682951882103
Michigan,St. Clair County,42.93112615195427,-82.66436932462595
Nebraska,Thurston County,42.15818605590818,-96.54409719999117
Vermont,Lamoille County,44.60705003604421,-72.64185325632984
Virginia,Franklin County,36.99195522964419,-79.8810638666093
Oklahoma,Blaine County,35.875248359679205,-98.43347425298211
Washington,Kittitas County,47.12426615192833,-120.67968323465446
Indiana,Randolph County,40.15763956425234,-85.0113104074234
Utah,Kane County,37.2850586824276,-111.88791482253299
West Virginia,Tucker County,39.11359528971241,-79.56497417085724
Unknown,Ponce Municipio,18.00272664370158,-66.60725882398907
Wisconsin,Crawford County,43.23946227311372,-90.93104783880541
Alabama,Jackson County,34.779412632493454,-85.99929507870813
Iowa,Mahaska County,41.3352040410324,-92.64090914635085
Kansas,Douglas County,38.88465945278255,-95.29260630481572
Kentucky,Daviess County,37.7317555746651,-87.08722901197963
Kentucky,Powell County,37.831145322748235,-83.82377458153789
Missouri,Jasper County,37.203547272170304,-94.34060530702877
Oregon,Union County,45.3102250801807,-118.00877758140513
Georgia,Henry County,33.45299211634897,-84.1541938646894
North Dakota,Adams County,46.096820597042175,-102.52849866776853
North Carolina,Pamlico County,35.15102122596688,-76.6694598427494
Kentucky,Graves County,36.72313818430639,-88.65120576510051
Pennsylvania,Cambria County,40.49517096502671,-78.7133899923753
Tennessee,Mcminn County,35.42474447360853,-84.61747488387005
Michigan,Livingston County,42.6029174309521,-83.91152774445399
Colorado,Adams County,39.87364714575821,-104.33789537881347
Pennsylvania,Lackawanna County,41.436690683444354,-75.60921066875908
Oklahoma,Pontotoc County,34.72804505435122,-96.68437605307403
Oklahoma,Creek County,35.90258358829615,-96.37085622750126
Texas,Tyler County,30.771232148992635,-94.37659392754041
Tennessee,Van Buren County,35.695981462007886,-85.45261419936259
Oklahoma,Pottawatomie County,35.20665565409543,-96.94835999922014
New Mexico,Socorro County,34.007187956600475,-106.93039924031626
Georgia,Atkinson County,31.297108339902106,-82.8799928968477
Florida,Duval County,30.335440328155673,-81.64800932272058
Texas,Falls County,31.25326207540178,-96.93585090225778
Arkansas,Yell County,35.00256453462877,-93.41086499181735
Kansas,Comanche County,37.1912803992008,-99.27187147740788
Kentucky,Jessamine County,37.87201988219536,-84.58093992152577
Kentucky,Monroe County,36.7121802673364,-85.71651961330974
Oklahoma,Kiowa County,34.91638404454723,-98.98092146327083
South Dakota,Lake County,44.022044269861475,-97.12937635097892
North Carolina,Caswell County,36.39327421582742,-79.33352347690503
Texas,Presidio County,29.99980266997958,-104.24052167946614
Ohio,Greene County,39.691522383728135,-83.88986148154555
Texas,Willacy County,26.476966333181252,-97.59165763740505
Unknown,Bayamón Municipio,18.34971102560554,-66.16831695212042
New Mexico,Los Alamos County,35.8693158565793,-106.30734548251907
Alaska,Kenai Peninsula Borough,60.119417285108916,-151.6980545415014
Alabama,Baldwin County,30.660970047288995,-87.74984055383271
Iowa,Appanoose County,40.743166338306295,-92.86860956139547
Unknown,St. Croix Island,17.73561337360221,-64.74793573701497
Virginia,New Kent County,37.505210593532084,-76.99733935254096
Georgia,Talbot County,32.699486302981704,-84.53301017685989
New York,Lewis County,43.78509432611127,-75.44865120050936
West Virginia,Clay County,38.462531996932114,-81.0750874677506
Indiana,Jefferson County,38.78576731391222,-85.43857207660697
Virginia,Bedford County,37.31515240676735,-79.52417213165204
New Mexico,Mora County,36.01059609821882,-104.94497505504052
Nebraska,Boone County,41.706784712827066,-98.06725552933311
Missouri,Oregon County,36.68670445145671,-91.40329006398412
Tennessee,Houston County,36.285971660105595,-87.71703562886366
Pennsylvania,Wyoming County,41.51839084616068,-76.01636102764246
North Carolina,Lenoir County,35.23877316121302,-77.64124862914913
Indiana,Vigo County,39.430638598687594,-87.38996445251037
Indiana,Elkhart County,41.59738447990813,-85.85875527405359
Virginia,Grayson County,36.65651735735521,-81.22489108718278
Texas,Lubbock County,33.61020612367173,-101.82054583339128
Minnesota,Meeker County,45.12311073185449,-94.52733595678228
Ohio,Ashland County,40.846016296211324,-82.27068325412954
Nebraska,Madison County,41.91669810608805,-97.60077908025657
Florida,Martin County,27.081616439181843,-80.39846395249873
Colorado,Mineral County,37.668995682494774,-106.9240946463394
Georgia,Dawson County,34.44429807207827,-84.1706356849949
Georgia,Johnson County,32.70146505044524,-82.66008109968966
Arkansas,Monroe County,34.67783864874341,-91.20391535314648
Missouri,Dallas County,37.68040650477812,-93.02365538961308
Virginia,Pittsylvania County,36.82129773033168,-79.39711939065018
Alaska,Denali Borough,63.67151399800842,-150.01165729953533
Kansas,Pawnee County,38.181330774980715,-99.23672934891847
Kansas,Wyandotte County,39.114645335372465,-94.7644784158672
Florida,Dixie County,29.551766096126485,-83.22849513812082
Michigan,Tuscola County,43.49134253252326,-83.43986857424485
Alaska,Southeast Fairbanks Census Area,63.87622223294162,-143.2128868229721
Kansas,Graham County,39.34971603697087,-99.88325262707622
Louisiana,St. Landry Parish,30.598931480150302,-92.00582375329907
Tennessee,Giles County,35.20215088645079,-87.03477736867481
Ohio,Lucas County,41.68419069795519,-83.46827477273443
Arkansas,Mississippi County,35.762482135065234,-90.05208948017415
Unknown,Rincón Municipio,18.339271048798157,-67.26468432388513
Indiana,Floyd County,38.31871171951892,-85.90704303470574
Kansas,Morton County,37.19139597072749,-101.79925223066078
Kentucky,Grant County,38.64881556542485,-84.62461338312525
Kentucky,Taylor County,37.36645436787214,-85.32783454532449
North Carolina,Graham County,35.35017144807801,-83.83358117824055
West Virginia,Logan County,37.83128200918406,-81.93539617263316
West Virginia,Pleasants County,39.37093759427376,-81.16062966762323
Virginia,Giles County,37.31425658560572,-80.70293685396284
West Virginia,Fayette County,38.028775122562195,-81.08115636846038
Washington,Snohomish County,48.04609528484829,-121.7223468301485
New Mexico,Eddy County,32.47146285826636,-104.30446575907173
Nebraska,Mcpherson County,41.56809560821586,-101.0604170204109
Nebraska,Red Willow County,40.17583050680878,-100.47686481008785
Nebraska,Rock County,42.42128813184875,-99.44992972560743
Tennessee,Humphreys County,36.04081888077042,-87.77563335826167
Illinois,Mason County,40.23962222966732,-89.91681379549932
Virginia,Wythe County,36.91711186808587,-81.07866763272389
Georgia,Washington County,32.96953573533558,-82.7958991684628
Washington,Yakima County,46.457026428626556,-120.73849042592786
Arkansas,Washington County,35.979055083368564,-94.21561204836382
Texas,Henderson County,32.21190742824886,-95.85361287513105
Wisconsin,Eau Claire County,44.72677464612275,-91.28598158416212
Tennessee,Sequatchie County,35.37114774717682,-85.41058690495993
Texas,Walker County,30.739044859849926,-95.57228392923017
Arizona,Coconino County,35.83872485846635,-111.77052101379986
Kansas,Sumner County,37.2372753355279,-97.47655021078315
Michigan,Oceana County,43.644617127084594,-86.58177198042145
Minnesota,Kanabec County,45.94521908553303,-93.29346762842327
Ohio,Ashtabula County,41.896263934516135,-80.75891258829364
California,Alpine County,38.597250633187514,-119.82065303038753
Texas,Galveston County,29.379985950824427,-94.86272260926627
